         37932415 function calls (37542325 primitive calls) in 39.948 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base.py:885(take)
        4    0.000    0.000    0.000    0.000 generic.py:5276(_is_mixed_type)
       28    0.000    0.000    0.000    0.000 multi.py:1757(is_all_dates)
        4    0.000    0.000    0.000    0.000 __init__.py:22(wrapper)
        4    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       22    0.000    0.000    0.000    0.000 {method 'clear_mapping' of 'pandas._libs.index.IndexEngine' objects}
        3    0.000    0.000    0.000    0.000 parse.py:619(unquote)
        4    0.000    0.000    0.000    0.000 base.py:1355(_get_names)
        2    0.000    0.000    0.000    0.000 base.py:488(envelope)
        6    0.000    0.000    0.000    0.000 base.py:886(__init__)
       12    0.000    0.000    0.000    0.000 cast.py:1153(<genexpr>)
       13    0.000    0.000    0.000    0.000 multi.py:610(levels)
        3    0.000    0.000    0.000    0.000 polygon.py:134(__iter__)
        6    0.000    0.000    0.000    0.000 reportviews.py:250(__len__)
        7    0.000    0.000    0.000    0.000 cookiejar.py:43(_debug)
        2    0.000    0.000    0.001    0.000 request.py:2662(getproxies)
        1    0.000    0.000    0.000    0.000 multidigraph.py:632(degree)
        2    0.000    0.000    0.000    0.000 adapters.py:203(cert_verify)
        1    0.000    0.000    0.000    0.000 multi.py:790(_set_codes)
        3    0.000    0.000    0.000    0.000 multipolygon.py:66(shape_factory)
        2    0.000    0.000    0.000    0.000 connection.py:172(_prepare_conn)
        4    0.000    0.000    0.000    0.000 cookies.py:104(__init__)
        4    0.000    0.000    0.000    0.000 sessions.py:744(<listcomp>)
        1    0.000    0.000    0.000    0.000 common.py:387(standardize_mapping)
        8    0.000    0.000    0.000    0.000 cookies.py:111(info)
        2    0.000    0.000    0.000    0.000 hooks.py:23(dispatch_hook)
       10    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       41    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 base.py:77(__eq__)
        4    0.000    0.000    0.000    0.000 generic.py:385(<dictcomp>)
        1    0.000    0.000    0.004    0.004 series.py:1702(items)
        2    0.000    0.000    0.000    0.000 queue.py:11(_init)
        1    0.000    0.000    0.000    0.000 models.py:254(prepare)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 common.py:215(count_not_none)
        3    0.000    0.000    0.000    0.000 categorical.py:425(categories)
        4    0.000    0.000    0.000    0.000 indexing.py:2430(convert_missing_indexer)
        4    0.000    0.000    0.000    0.000 construction.py:252(<listcomp>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1278(_cookies_for_request)
        4    0.000    0.000    0.000    0.000 adapters.py:58(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       18    0.000    0.000    0.000    0.000 linalg.py:2312(_norm_dispatcher)
        1    0.000    0.000    0.000    0.000 base.py:4804(get_indexer_for)
        1    0.000    0.000    0.000    0.000 blocks.py:726(_try_coerce_args)
        1    0.000    0.000    0.000    0.000 models.py:835(text)
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_period}
        6    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 _validators.py:337(validate_fillna_kwargs)
        2    0.000    0.000    0.000    0.000 base.py:429(area)
        2    0.000    0.000    0.000    0.000 timeout.py:171(start_connect)
       24    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 parse.py:178(_userinfo)
        8    0.000    0.000    0.000    0.000 geoseries.py:219(_constructor)
        3    0.000    0.000    0.000    0.000 polygon.py:139(__next__)
        3    0.000    0.000    0.000    0.000 ops.py:235(<genexpr>)
        6    0.000    0.000    0.000    0.000 structures.py:60(__len__)
        8    0.000    0.000    0.000    0.000 hooks.py:18(<dictcomp>)
       22    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 <string>:1(__new__)
       12    0.000    0.000    0.000    0.000 _validators.py:282(<genexpr>)
        4    0.000    0.000    0.000    0.000 base.py:4404(identical)
        6    0.000    0.000    0.000    0.000 request.py:41(__init__)
        2    0.000    0.000    0.000    0.000 timeout.py:140(from_float)
        3    0.000    0.000    0.000    0.000 _internal_utils.py:30(unicode_is_ascii)
        3    0.000    0.000    0.000    0.000 parse.py:146(username)
        1    0.000    0.000    0.000    0.000 managers.py:574(fillna)
        1    0.000    0.000    0.015    0.015 reportviews.py:1081(__len__)
        2    0.000    0.000    0.000    0.000 timeout.py:213(read_timeout)
        2    0.000    0.000    0.000    0.000 structures.py:80(copy)
        1    0.000    0.000    0.000    0.000 ops.py:252(<listcomp>)
        8    0.000    0.000    0.000    0.000 geodataframe.py:588(_constructor)
        3    0.000    0.000    0.000    0.000 models.py:521(prepare_content_length)
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        1    0.000    0.000    0.000    0.000 shape_base.py:224(vstack)
        3    0.000    0.000    0.000    0.000 algorithms.py:199(_ensure_arraylike)
        3    0.000    0.000    0.000    0.000 blocks.py:2135(should_store)
        3    0.000    0.000    0.000    0.000 managers.py:1060(value_getitem)
        2    0.000    0.000    0.000    0.000 multipolygon.py:159(<listcomp>)
        1    0.000    0.000    0.000    0.000 response.py:68(__getattr__)
        1    0.000    0.000    0.000    0.000 {built-in method time.sleep}
        1    0.000    0.000    0.000    0.000 base.py:3228(_convert_listlike_indexer)
       12    0.000    0.000    0.000    0.000 dtypes.py:580(categories)
        1    0.000    0.000    0.000    0.000 base.py:905(_assert_take_fillable)
        3    0.000    0.000    0.000    0.000 multi.py:1944(nlevels)
        3    0.000    0.000    0.000    0.000 range.py:467(equals)
        1    0.000    0.000    0.000    0.000 downloader.py:87(save_to_cache)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 common.py:219(<genexpr>)
        3    0.000    0.000    0.000    0.000 base.py:1470(rename)
        5    0.000    0.000    0.000    0.000 base.py:5774(_ensure_has_len)
        5    0.000    0.000    0.000    0.000 blocks.py:235(fill_value)
        4    0.000    0.000    0.000    0.000 array.py:1061(__array__)
        3    0.000    0.000    0.000    0.000 cast.py:515(maybe_infer_dtype_type)
        1    0.000    0.000    0.000    0.000 multi.py:1187(_get_names)
        2    0.000    0.000    0.000    0.000 blocks.py:257(make_block)
        4    0.000    0.000    0.000    0.000 retry.py:183(<listcomp>)
        4    0.000    0.000    0.000    0.000 base.py:3347(_can_reindex)
        3    0.000    0.000    0.000    0.000 frozen.py:188(_ensure_frozen)
        2    0.000    0.000    0.000    0.000 response.py:7(is_fp_closed)
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2405(cumsum)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
        1    0.000    0.000    0.000    0.000 blocks.py:424(<listcomp>)
        2    0.000    0.000    0.000    0.000 base.py:816(__iter__)
        4    0.000    0.000    0.000    0.000 graph.py:398(__iter__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:878(_ipv6_host)
        2    0.000    0.000    0.000    0.000 connection.py:93(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        6    0.000    0.000    0.000    0.000 base.py:4179(_has_complex_internals)
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
        2    0.000    0.000    0.000    0.000 request.py:77(set_file_position)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:701(__len__)
        1    0.000    0.000    0.000    0.000 multi.py:1322(<listcomp>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2236(any)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
        2    0.000    0.000    0.000    0.000 utils.py:514(iter_slices)
        4    0.000    0.000    0.000    0.000 utils.py:672(set_environ)
        2    0.000    0.000    0.000    0.000 sessions.py:80(merge_hooks)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:997(argsort)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1108(_argmax_dispatcher)
        1    0.000    0.000    0.000    0.000 blocks.py:3319(<listcomp>)
        2    0.000    0.000    0.000    0.000 base.py:421(geom_type)
        6    0.000    0.000    0.000    0.000 timeout.py:195(connect_timeout)
        2    0.000    0.000    0.000    0.000 poolmanager.py:283(_merge_pool_kwargs)
        2    0.000    0.000    0.000    0.000 base.py:87(_reset_cache)
        3    0.000    0.000    0.000    0.000 base.py:1954(hasnans)
        8    0.000    0.000    0.000    0.000 geoseries.py:146(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:116(host)
        2    0.000    0.000    0.000    0.000 connection.py:135(host)
        1    0.000    0.000    0.000    0.000 response.py:279(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'readinto' of '_io.BufferedReader' objects}
        9    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2087(_sum_dispatcher)
        3    0.000    0.000    0.000    0.000 categorical.py:475(dtype)
        3    0.000    0.000    0.000    0.000 frozen.py:146(_shallow_copy)
        4    0.000    0.000    0.000    0.000 indexing.py:281(_has_valid_setitem_indexer)
        4    0.000    0.000    0.000    0.000 construction.py:248(<genexpr>)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 parse.py:325(geturl)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 shape_base.py:220(_vhstack_dispatcher)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(vstack)
        1    0.000    0.000    0.000    0.000 missing.py:293(notna)
        4    0.000    0.000    0.000    0.000 blocks.py:1802(is_view)
        4    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 _methods.py:36(_sum)
        1    0.000    0.000    0.000    0.000 base.py:3265(_convert_arr_indexer)
        4    0.000    0.000    0.000    0.000 blocks.py:2838(_can_hold_element)
        1    0.000    0.000    0.000    0.000 base.py:791(__array_interface__)
        3    0.000    0.000    0.000    0.000 cookies.py:81(get_new_headers)
        1    0.000    0.000    0.000    0.000 downloader.py:131(get_from_cache)
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        8    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_complex}
        2    0.000    0.000    0.000    0.000 client.py:881(_get_hostport)
        1    0.000    0.000    0.000    0.000 shape_base.py:209(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 adapters.py:358(add_headers)
        3    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
        1    0.000    0.000    0.000    0.000 client.py:158(_encode)
        1    0.000    0.000    0.000    0.000 client.py:805(_get_content_length)
        1    0.000    0.000    0.000    0.000 indexing.py:2475(is_nested_tuple)
        1    0.000    0.000    0.000    0.000 blocks.py:502(_maybe_downcast)
        4    0.000    0.000    0.000    0.000 construction.py:255(<listcomp>)
        1    0.000    0.000    0.000    0.000 reportviews.py:342(__call__)
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 base.py:717(ndim)
        1    0.000    0.000    0.000    0.000 base.py:3305(_convert_list_indexer)
        1    0.000    0.000    0.000    0.000 blocks.py:3320(<listcomp>)
        3    0.000    0.000    0.000    0.000 models.py:184(<genexpr>)
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x000002975EC2D318}
        2    0.000    0.000    0.000    0.000 geoseries.py:154(geometry)
        2    0.000    0.000    0.000    0.000 connectionpool.py:280(_validate_conn)
        2    0.000    0.000    0.000    0.000 sessions.py:420(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2232(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2401(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 indexing.py:873(_convert_for_reindex)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:993(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 managers.py:1600(is_consolidated)
        1    0.000    0.000    0.000    0.000 multi.py:1188(<genexpr>)


